feature_name;explanation
sellingprice_median_Salon & Oturma Odası;Selling price statistics grouped by Level3_Category_Id
sellingprice_median_Sneaker;Selling price statistics grouped by Level3_Category_Id
sellingprice_median_Sofra;Selling price statistics grouped by Level3_Category_Id
sellingprice_median_Sweatshirt;Selling price statistics grouped by Level3_Category_Id
sellingprice_median_Sütyen;Selling price statistics grouped by Level3_Category_Id
sellingprice_median_T-Shirt;Selling price statistics grouped by Level3_Category_Id
sellingprice_median_Tablo;Selling price statistics grouped by Level3_Category_Id
sellingprice_median_Tayt;Selling price statistics grouped by Level3_Category_Id
sellingprice_median_Yapı Market;Selling price statistics grouped by Level3_Category_Id
sellingprice_median_Yatak Odası Tekstili;Selling price statistics grouped by Level3_Category_Id
sellingprice_median_other_3;Selling price statistics grouped by Level3_Category_Id
sellingprice_median_Çizme;Selling price statistics grouped by Level3_Category_Id
sellingprice_median_Çorap;Selling price statistics grouped by Level3_Category_Id
sellingprice_min_Alt-Üst Takım;Selling price statistics grouped by Level3_Category_Id
sellingprice_min_Bluz & Tunik;Selling price statistics grouped by Level3_Category_Id
sellingprice_min_Bot & Bootie;Selling price statistics grouped by Level3_Category_Id
sellingprice_min_Ceket & Yelek;Selling price statistics grouped by Level3_Category_Id
sellingprice_min_Cep Telefonu Aksesuar;Selling price statistics grouped by Level3_Category_Id
sellingprice_min_Elbise_y;Selling price statistics grouped by Level3_Category_Id
sellingprice_min_Etek;Selling price statistics grouped by Level3_Category_Id
sellingprice_min_Eşofman;Selling price statistics grouped by Level3_Category_Id
sellingprice_min_Gömlek;Selling price statistics grouped by Level3_Category_Id
sellingprice_min_Halı & Kilim & Paspas;Selling price statistics grouped by Level3_Category_Id
sellingprice_min_Jeans;Selling price statistics grouped by Level3_Category_Id
sellingprice_min_Kaban & Mont;Selling price statistics grouped by Level3_Category_Id
sellingprice_min_Kazak & Hırka;Selling price statistics grouped by Level3_Category_Id
sellingprice_min_Kolye;Selling price statistics grouped by Level3_Category_Id
sellingprice_min_Medikal Maske;Selling price statistics grouped by Level3_Category_Id
sellingprice_min_Mutfak Saklama ve Düzenleme;Selling price statistics grouped by Level3_Category_Id
sellingprice_min_Omuz Çantası;Selling price statistics grouped by Level3_Category_Id
sellingprice_min_Pantolon;Selling price statistics grouped by Level3_Category_Id
sellingprice_min_Pijama;Selling price statistics grouped by Level3_Category_Id
sellingprice_min_Pişirme;Selling price statistics grouped by Level3_Category_Id
sellingprice_min_Saat;Selling price statistics grouped by Level3_Category_Id
sellingprice_min_Salon & Oturma Odası;Selling price statistics grouped by Level3_Category_Id
sellingprice_min_Sneaker;Selling price statistics grouped by Level3_Category_Id
sellingprice_min_Sofra;Selling price statistics grouped by Level3_Category_Id
sellingprice_min_Sweatshirt;Selling price statistics grouped by Level3_Category_Id
sellingprice_min_Sütyen;Selling price statistics grouped by Level3_Category_Id
sellingprice_min_T-Shirt;Selling price statistics grouped by Level3_Category_Id
sellingprice_min_Tablo;Selling price statistics grouped by Level3_Category_Id
sellingprice_min_Tayt;Selling price statistics grouped by Level3_Category_Id
sellingprice_min_Yapı Market;Selling price statistics grouped by Level3_Category_Id
sellingprice_min_Yatak Odası Tekstili;Selling price statistics grouped by Level3_Category_Id
sellingprice_min_other_3;Selling price statistics grouped by Level3_Category_Id
sellingprice_min_Çizme;Selling price statistics grouped by Level3_Category_Id
sellingprice_min_Çorap;Selling price statistics grouped by Level3_Category_Id
sellingprice_max_Alt-Üst Takım;Selling price statistics grouped by Level3_Category_Id
sellingprice_max_Bluz & Tunik;Selling price statistics grouped by Level3_Category_Id
sellingprice_max_Bot & Bootie;Selling price statistics grouped by Level3_Category_Id
sellingprice_max_Ceket & Yelek;Selling price statistics grouped by Level3_Category_Id
sellingprice_max_Cep Telefonu Aksesuar;Selling price statistics grouped by Level3_Category_Id
sellingprice_max_Elbise_y;Selling price statistics grouped by Level3_Category_Id
sellingprice_max_Etek;Selling price statistics grouped by Level3_Category_Id
sellingprice_max_Eşofman;Selling price statistics grouped by Level3_Category_Id
sellingprice_max_Gömlek;Selling price statistics grouped by Level3_Category_Id
sellingprice_max_Halı & Kilim & Paspas;Selling price statistics grouped by Level3_Category_Id
sellingprice_max_Jeans;Selling price statistics grouped by Level3_Category_Id
sellingprice_max_Kaban & Mont;Selling price statistics grouped by Level3_Category_Id
sellingprice_max_Kazak & Hırka;Selling price statistics grouped by Level3_Category_Id
sellingprice_max_Kolye;Selling price statistics grouped by Level3_Category_Id
sellingprice_max_Medikal Maske;Selling price statistics grouped by Level3_Category_Id
sellingprice_max_Mutfak Saklama ve Düzenleme;Selling price statistics grouped by Level3_Category_Id
sellingprice_max_Omuz Çantası;Selling price statistics grouped by Level3_Category_Id
sellingprice_max_Pantolon;Selling price statistics grouped by Level3_Category_Id
sellingprice_max_Pijama;Selling price statistics grouped by Level3_Category_Id
sellingprice_max_Pişirme;Selling price statistics grouped by Level3_Category_Id
sellingprice_max_Saat;Selling price statistics grouped by Level3_Category_Id
sellingprice_max_Salon & Oturma Odası;Selling price statistics grouped by Level3_Category_Id
sellingprice_max_Sneaker;Selling price statistics grouped by Level3_Category_Id
sellingprice_max_Sofra;Selling price statistics grouped by Level3_Category_Id
sellingprice_max_Sweatshirt;Selling price statistics grouped by Level3_Category_Id
sellingprice_max_Sütyen;Selling price statistics grouped by Level3_Category_Id
sellingprice_max_T-Shirt;Selling price statistics grouped by Level3_Category_Id
sellingprice_max_Tablo;Selling price statistics grouped by Level3_Category_Id
sellingprice_max_Tayt;Selling price statistics grouped by Level3_Category_Id
sellingprice_max_Yapı Market;Selling price statistics grouped by Level3_Category_Id
sellingprice_max_Yatak Odası Tekstili;Selling price statistics grouped by Level3_Category_Id
sellingprice_max_other_3;Selling price statistics grouped by Level3_Category_Id
sellingprice_max_Çizme;Selling price statistics grouped by Level3_Category_Id
sellingprice_max_Çorap;Selling price statistics grouped by Level3_Category_Id
weekend_sellingprice_count_0;"Selling price statistics grouped by weekend information (0 if not weekend;1 if weekend)"
weekend_sellingprice_count_1;"Selling price statistics grouped by weekend information (0 if not weekend;1 if weekend)"
weekend_sellingprice_sum_0;"Selling price statistics grouped by weekend information (0 if not weekend;1 if weekend)"
weekend_sellingprice_sum_1;"Selling price statistics grouped by weekend information (0 if not weekend;1 if weekend)"
weekend_sellingprice_mean_0;"Selling price statistics grouped by weekend information (0 if not weekend;1 if weekend)"
weekend_sellingprice_mean_1;"Selling price statistics grouped by weekend information (0 if not weekend;1 if weekend)"
weekend_sellingprice_median_0;"Selling price statistics grouped by weekend information (0 if not weekend;1 if weekend)"
weekend_sellingprice_median_1;"Selling price statistics grouped by weekend information (0 if not weekend;1 if weekend)"
weekend_sellingprice_min_0;"Selling price statistics grouped by weekend information (0 if not weekend;1 if weekend)"
weekend_sellingprice_min_1;"Selling price statistics grouped by weekend information (0 if not weekend;1 if weekend)"
weekend_sellingprice_max_0;"Selling price statistics grouped by weekend information (0 if not weekend;1 if weekend)"
weekend_sellingprice_max_1;"Selling price statistics grouped by weekend information (0 if not weekend;1 if weekend)"
campaign_sellingprice_count_0;"Selling price statistics grouped by campaign information (0 if not campaign period; 1 if campaign period)"
campaign_sellingprice_count_1;"Selling price statistics grouped by campaign information (0 if not campaign period; 1 if campaign period)"
campaign_sellingprice_sum_0;"Selling price statistics grouped by campaign information (0 if not campaign period; 1 if campaign period)"
campaign_sellingprice_sum_1;"Selling price statistics grouped by campaign information (0 if not campaign period; 1 if campaign period)"
campaign_sellingprice_mean_0;"Selling price statistics grouped by campaign information (0 if not campaign period; 1 if campaign period)"
campaign_sellingprice_mean_1;"Selling price statistics grouped by campaign information (0 if not campaign period; 1 if campaign period)"
campaign_sellingprice_median_0;"Selling price statistics grouped by campaign information (0 if not campaign period; 1 if campaign period)"
campaign_sellingprice_median_1;"Selling price statistics grouped by campaign information (0 if not campaign period; 1 if campaign period)"
campaign_sellingprice_min_0;"Selling price statistics grouped by campaign information (0 if not campaign period; 1 if campaign period)"
campaign_sellingprice_min_1;"Selling price statistics grouped by campaign information (0 if not campaign period; 1 if campaign period)"
campaign_sellingprice_max_0;"Selling price statistics grouped by campaign information (0 if not campaign period; 1 if campaign period)"
campaign_sellingprice_max_1;"Selling price statistics grouped by campaign information (0 if not campaign period; 1 if campaign period)"
day_sellingprice_count_Friday;Selling price statistics grouped by day_name
day_sellingprice_count_Monday;Selling price statistics grouped by day_name
day_sellingprice_count_Saturday;Selling price statistics grouped by day_name
day_sellingprice_count_Sunday;Selling price statistics grouped by day_name
day_sellingprice_count_Thursday;Selling price statistics grouped by day_name
day_sellingprice_count_Tuesday;Selling price statistics grouped by day_name
day_sellingprice_count_Wednesday;Selling price statistics grouped by day_name
day_sellingprice_sum_Friday;Selling price statistics grouped by day_name
day_sellingprice_sum_Monday;Selling price statistics grouped by day_name
day_sellingprice_sum_Saturday;Selling price statistics grouped by day_name
day_sellingprice_sum_Sunday;Selling price statistics grouped by day_name
day_sellingprice_sum_Thursday;Selling price statistics grouped by day_name
day_sellingprice_sum_Tuesday;Selling price statistics grouped by day_name
day_sellingprice_sum_Wednesday;Selling price statistics grouped by day_name
day_sellingprice_mean_Friday;Selling price statistics grouped by day_name
day_sellingprice_mean_Monday;Selling price statistics grouped by day_name
day_sellingprice_mean_Saturday;Selling price statistics grouped by day_name
day_sellingprice_mean_Sunday;Selling price statistics grouped by day_name
day_sellingprice_mean_Thursday;Selling price statistics grouped by day_name
day_sellingprice_mean_Tuesday;Selling price statistics grouped by day_name
day_sellingprice_mean_Wednesday;Selling price statistics grouped by day_name
day_sellingprice_median_Friday;Selling price statistics grouped by day_name
day_sellingprice_median_Monday;Selling price statistics grouped by day_name
day_sellingprice_median_Saturday;Selling price statistics grouped by day_name
day_sellingprice_median_Sunday;Selling price statistics grouped by day_name
day_sellingprice_median_Thursday;Selling price statistics grouped by day_name
day_sellingprice_median_Tuesday;Selling price statistics grouped by day_name
day_sellingprice_median_Wednesday;Selling price statistics grouped by day_name
day_sellingprice_min_Friday;Selling price statistics grouped by day_name
day_sellingprice_min_Monday;Selling price statistics grouped by day_name
day_sellingprice_min_Saturday;Selling price statistics grouped by day_name
day_sellingprice_min_Sunday;Selling price statistics grouped by day_name
day_sellingprice_min_Thursday;Selling price statistics grouped by day_name
day_sellingprice_min_Tuesday;Selling price statistics grouped by day_name
day_sellingprice_min_Wednesday;Selling price statistics grouped by day_name
day_sellingprice_max_Friday;Selling price statistics grouped by day_name
day_sellingprice_max_Monday;Selling price statistics grouped by day_name
day_sellingprice_max_Saturday;Selling price statistics grouped by day_name
day_sellingprice_max_Sunday;Selling price statistics grouped by day_name
day_sellingprice_max_Thursday;Selling price statistics grouped by day_name
day_sellingprice_max_Tuesday;Selling price statistics grouped by day_name
day_sellingprice_max_Wednesday;Selling price statistics grouped by day_name
hour_sellingprice_count_0;Selling price statistics grouped by hour
hour_sellingprice_count_1;Selling price statistics grouped by hour
hour_sellingprice_count_2;Selling price statistics grouped by hour
hour_sellingprice_count_3;Selling price statistics grouped by hour
hour_sellingprice_count_4;Selling price statistics grouped by hour
hour_sellingprice_count_5;Selling price statistics grouped by hour
hour_sellingprice_count_6;Selling price statistics grouped by hour
hour_sellingprice_count_7;Selling price statistics grouped by hour
hour_sellingprice_count_8;Selling price statistics grouped by hour
hour_sellingprice_count_9;Selling price statistics grouped by hour
hour_sellingprice_count_10;Selling price statistics grouped by hour
hour_sellingprice_count_11;Selling price statistics grouped by hour
hour_sellingprice_count_12;Selling price statistics grouped by hour
hour_sellingprice_count_13;Selling price statistics grouped by hour
hour_sellingprice_count_14;Selling price statistics grouped by hour
hour_sellingprice_count_15;Selling price statistics grouped by hour
hour_sellingprice_count_16;Selling price statistics grouped by hour
hour_sellingprice_count_17;Selling price statistics grouped by hour
hour_sellingprice_count_18;Selling price statistics grouped by hour
hour_sellingprice_count_19;Selling price statistics grouped by hour
hour_sellingprice_count_20;Selling price statistics grouped by hour
hour_sellingprice_count_21;Selling price statistics grouped by hour
hour_sellingprice_count_22;Selling price statistics grouped by hour
hour_sellingprice_count_23;Selling price statistics grouped by hour
hour_sellingprice_sum_0;Selling price statistics grouped by hour
hour_sellingprice_sum_1;Selling price statistics grouped by hour
hour_sellingprice_sum_2;Selling price statistics grouped by hour
hour_sellingprice_sum_3;Selling price statistics grouped by hour
hour_sellingprice_sum_4;Selling price statistics grouped by hour
hour_sellingprice_sum_5;Selling price statistics grouped by hour
hour_sellingprice_sum_6;Selling price statistics grouped by hour
hour_sellingprice_sum_7;Selling price statistics grouped by hour
hour_sellingprice_sum_8;Selling price statistics grouped by hour
hour_sellingprice_sum_9;Selling price statistics grouped by hour
hour_sellingprice_sum_10;Selling price statistics grouped by hour
hour_sellingprice_sum_11;Selling price statistics grouped by hour
hour_sellingprice_sum_12;Selling price statistics grouped by hour
hour_sellingprice_sum_13;Selling price statistics grouped by hour
hour_sellingprice_sum_14;Selling price statistics grouped by hour
hour_sellingprice_sum_15;Selling price statistics grouped by hour
hour_sellingprice_sum_16;Selling price statistics grouped by hour
hour_sellingprice_sum_17;Selling price statistics grouped by hour
hour_sellingprice_sum_18;Selling price statistics grouped by hour
hour_sellingprice_sum_19;Selling price statistics grouped by hour
hour_sellingprice_sum_20;Selling price statistics grouped by hour
hour_sellingprice_sum_21;Selling price statistics grouped by hour
hour_sellingprice_sum_22;Selling price statistics grouped by hour
hour_sellingprice_sum_23;Selling price statistics grouped by hour
hour_sellingprice_mean_0;Selling price statistics grouped by hour
hour_sellingprice_mean_1;Selling price statistics grouped by hour
hour_sellingprice_mean_2;Selling price statistics grouped by hour
hour_sellingprice_mean_3;Selling price statistics grouped by hour
hour_sellingprice_mean_4;Selling price statistics grouped by hour
hour_sellingprice_mean_5;Selling price statistics grouped by hour
hour_sellingprice_mean_6;Selling price statistics grouped by hour
hour_sellingprice_mean_7;Selling price statistics grouped by hour
hour_sellingprice_mean_8;Selling price statistics grouped by hour
hour_sellingprice_mean_9;Selling price statistics grouped by hour
hour_sellingprice_mean_10;Selling price statistics grouped by hour
hour_sellingprice_mean_11;Selling price statistics grouped by hour
hour_sellingprice_mean_12;Selling price statistics grouped by hour
hour_sellingprice_mean_13;Selling price statistics grouped by hour
hour_sellingprice_mean_14;Selling price statistics grouped by hour
hour_sellingprice_mean_15;Selling price statistics grouped by hour
hour_sellingprice_mean_16;Selling price statistics grouped by hour
hour_sellingprice_mean_17;Selling price statistics grouped by hour
hour_sellingprice_mean_18;Selling price statistics grouped by hour
hour_sellingprice_mean_19;Selling price statistics grouped by hour
hour_sellingprice_mean_20;Selling price statistics grouped by hour
hour_sellingprice_mean_21;Selling price statistics grouped by hour
hour_sellingprice_mean_22;Selling price statistics grouped by hour
hour_sellingprice_mean_23;Selling price statistics grouped by hour
hour_sellingprice_median_0;Selling price statistics grouped by hour
hour_sellingprice_median_1;Selling price statistics grouped by hour
hour_sellingprice_median_2;Selling price statistics grouped by hour
hour_sellingprice_median_3;Selling price statistics grouped by hour
hour_sellingprice_median_4;Selling price statistics grouped by hour
hour_sellingprice_median_5;Selling price statistics grouped by hour
hour_sellingprice_median_6;Selling price statistics grouped by hour
hour_sellingprice_median_7;Selling price statistics grouped by hour
hour_sellingprice_median_8;Selling price statistics grouped by hour
hour_sellingprice_median_9;Selling price statistics grouped by hour
hour_sellingprice_median_10;Selling price statistics grouped by hour
hour_sellingprice_median_11;Selling price statistics grouped by hour
hour_sellingprice_median_12;Selling price statistics grouped by hour
hour_sellingprice_median_13;Selling price statistics grouped by hour
hour_sellingprice_median_14;Selling price statistics grouped by hour
hour_sellingprice_median_15;Selling price statistics grouped by hour
hour_sellingprice_median_16;Selling price statistics grouped by hour
hour_sellingprice_median_17;Selling price statistics grouped by hour
hour_sellingprice_median_18;Selling price statistics grouped by hour
hour_sellingprice_median_19;Selling price statistics grouped by hour
hour_sellingprice_median_20;Selling price statistics grouped by hour
hour_sellingprice_median_21;Selling price statistics grouped by hour
hour_sellingprice_median_22;Selling price statistics grouped by hour
hour_sellingprice_median_23;Selling price statistics grouped by hour
hour_sellingprice_min_0;Selling price statistics grouped by hour
hour_sellingprice_min_1;Selling price statistics grouped by hour
hour_sellingprice_min_2;Selling price statistics grouped by hour
hour_sellingprice_min_3;Selling price statistics grouped by hour
hour_sellingprice_min_4;Selling price statistics grouped by hour
hour_sellingprice_min_5;Selling price statistics grouped by hour
hour_sellingprice_min_6;Selling price statistics grouped by hour
hour_sellingprice_min_7;Selling price statistics grouped by hour
hour_sellingprice_min_8;Selling price statistics grouped by hour
hour_sellingprice_min_9;Selling price statistics grouped by hour
hour_sellingprice_min_10;Selling price statistics grouped by hour
hour_sellingprice_min_11;Selling price statistics grouped by hour
hour_sellingprice_min_12;Selling price statistics grouped by hour
hour_sellingprice_min_13;Selling price statistics grouped by hour
hour_sellingprice_min_14;Selling price statistics grouped by hour
hour_sellingprice_min_15;Selling price statistics grouped by hour
hour_sellingprice_min_16;Selling price statistics grouped by hour
hour_sellingprice_min_17;Selling price statistics grouped by hour
hour_sellingprice_min_18;Selling price statistics grouped by hour
hour_sellingprice_min_19;Selling price statistics grouped by hour
hour_sellingprice_min_20;Selling price statistics grouped by hour
hour_sellingprice_min_21;Selling price statistics grouped by hour
hour_sellingprice_min_22;Selling price statistics grouped by hour
hour_sellingprice_min_23;Selling price statistics grouped by hour
hour_sellingprice_max_0;Selling price statistics grouped by hour
hour_sellingprice_max_1;Selling price statistics grouped by hour
hour_sellingprice_max_2;Selling price statistics grouped by hour
hour_sellingprice_max_3;Selling price statistics grouped by hour
hour_sellingprice_max_4;Selling price statistics grouped by hour
hour_sellingprice_max_5;Selling price statistics grouped by hour
hour_sellingprice_max_6;Selling price statistics grouped by hour
hour_sellingprice_max_7;Selling price statistics grouped by hour
hour_sellingprice_max_8;Selling price statistics grouped by hour
hour_sellingprice_max_9;Selling price statistics grouped by hour
hour_sellingprice_max_10;Selling price statistics grouped by hour
hour_sellingprice_max_11;Selling price statistics grouped by hour
hour_sellingprice_max_12;Selling price statistics grouped by hour
hour_sellingprice_max_13;Selling price statistics grouped by hour
hour_sellingprice_max_14;Selling price statistics grouped by hour
hour_sellingprice_max_15;Selling price statistics grouped by hour
hour_sellingprice_max_16;Selling price statistics grouped by hour
hour_sellingprice_max_17;Selling price statistics grouped by hour
hour_sellingprice_max_18;Selling price statistics grouped by hour
hour_sellingprice_max_19;Selling price statistics grouped by hour
hour_sellingprice_max_20;Selling price statistics grouped by hour
hour_sellingprice_max_21;Selling price statistics grouped by hour
hour_sellingprice_max_22;Selling price statistics grouped by hour
hour_sellingprice_max_23;Selling price statistics grouped by hour
hour4_sellingprice_count_1;Selling price statistics grouped by 4_hour_interval
hour4_sellingprice_count_2;Selling price statistics grouped by 4_hour_interval
hour4_sellingprice_count_3;Selling price statistics grouped by 4_hour_interval
hour4_sellingprice_count_4;Selling price statistics grouped by 4_hour_interval
hour4_sellingprice_count_5;Selling price statistics grouped by 4_hour_interval
hour4_sellingprice_count_6;Selling price statistics grouped by 4_hour_interval
hour4_sellingprice_sum_1;Selling price statistics grouped by 4_hour_interval
hour4_sellingprice_sum_2;Selling price statistics grouped by 4_hour_interval
hour4_sellingprice_sum_3;Selling price statistics grouped by 4_hour_interval
hour4_sellingprice_sum_4;Selling price statistics grouped by 4_hour_interval
hour4_sellingprice_sum_5;Selling price statistics grouped by 4_hour_interval
hour4_sellingprice_sum_6;Selling price statistics grouped by 4_hour_interval
hour4_sellingprice_mean_1;Selling price statistics grouped by 4_hour_interval
hour4_sellingprice_mean_2;Selling price statistics grouped by 4_hour_interval
hour4_sellingprice_mean_3;Selling price statistics grouped by 4_hour_interval
hour4_sellingprice_mean_4;Selling price statistics grouped by 4_hour_interval
hour4_sellingprice_mean_5;Selling price statistics grouped by 4_hour_interval
hour4_sellingprice_mean_6;Selling price statistics grouped by 4_hour_interval
hour4_sellingprice_median_1;Selling price statistics grouped by 4_hour_interval
hour4_sellingprice_median_2;Selling price statistics grouped by 4_hour_interval
hour4_sellingprice_median_3;Selling price statistics grouped by 4_hour_interval
hour4_sellingprice_median_4;Selling price statistics grouped by 4_hour_interval
hour4_sellingprice_median_5;Selling price statistics grouped by 4_hour_interval
hour4_sellingprice_median_6;Selling price statistics grouped by 4_hour_interval
hour4_sellingprice_min_1;Selling price statistics grouped by 4_hour_interval
hour4_sellingprice_min_2;Selling price statistics grouped by 4_hour_interval
hour4_sellingprice_min_3;Selling price statistics grouped by 4_hour_interval
hour4_sellingprice_min_4;Selling price statistics grouped by 4_hour_interval
hour4_sellingprice_min_5;Selling price statistics grouped by 4_hour_interval
hour4_sellingprice_min_6;Selling price statistics grouped by 4_hour_interval
hour4_sellingprice_max_1;Selling price statistics grouped by 4_hour_interval
hour4_sellingprice_max_2;Selling price statistics grouped by 4_hour_interval
hour4_sellingprice_max_3;Selling price statistics grouped by 4_hour_interval
hour4_sellingprice_max_4;Selling price statistics grouped by 4_hour_interval
hour4_sellingprice_max_5;Selling price statistics grouped by 4_hour_interval
hour4_sellingprice_max_6;Selling price statistics grouped by 4_hour_interval
hour8_sellingprice_count_1;Selling price statistics grouped by 8_hour_interval
hour8_sellingprice_count_2;Selling price statistics grouped by 8_hour_interval
hour8_sellingprice_count_3;Selling price statistics grouped by 8_hour_interval
hour8_sellingprice_sum_1;Selling price statistics grouped by 8_hour_interval
hour8_sellingprice_sum_2;Selling price statistics grouped by 8_hour_interval
hour8_sellingprice_sum_3;Selling price statistics grouped by 8_hour_interval
hour8_sellingprice_mean_1;Selling price statistics grouped by 8_hour_interval
hour8_sellingprice_mean_2;Selling price statistics grouped by 8_hour_interval
hour8_sellingprice_mean_3;Selling price statistics grouped by 8_hour_interval
hour8_sellingprice_median_1;Selling price statistics grouped by 8_hour_interval
hour8_sellingprice_median_2;Selling price statistics grouped by 8_hour_interval
hour8_sellingprice_median_3;Selling price statistics grouped by 8_hour_interval
hour8_sellingprice_min_1;Selling price statistics grouped by 8_hour_interval
hour8_sellingprice_min_2;Selling price statistics grouped by 8_hour_interval
hour8_sellingprice_min_3;Selling price statistics grouped by 8_hour_interval
hour8_sellingprice_max_1;Selling price statistics grouped by 8_hour_interval
hour8_sellingprice_max_2;Selling price statistics grouped by 8_hour_interval
hour8_sellingprice_max_3;Selling price statistics grouped by 8_hour_interval
all_operation_cnt;Operation count in whole timeline
all_secs_btw_consecutives_mean;Mean of seconds in between two consecutive operations in whole timeline
all_secs_btw_consecutives_median;Median of seconds in between two consecutive operations in whole timeline
all_secs_btw_consecutives_max;Max of seconds in between two consecutive operations in whole timeline
all_secs_btw_consecutives_min;Min of seconds in between two consecutive operations in whole timeline
all_contentid_cnt;Count of distinct contentid values in whole timeline
all_brand_id_cnt;Count of distinct brand_id values in whole timeline
all_Level1_Category_Id_cnt;Count of distinct Level1_Category_Id values in whole timeline
all_Level2_Category_Id_cnt;Count of distinct Level2_Category_Id values in whole timeline
all_Level3_Category_Id_cnt;Count of distinct Level3_Category_Id values in whole timeline
all_day_name_cnt;Count of distinct day_name values in whole timeline
all_hour_cnt;Count of distinct hour values in whole timeline
all_4_hour_interval_cnt;Count of distinct 4-hour interval values in whole timeline
all_8_hour_interval_cnt;Count of distinct 8-hour interval values in whole timeline
all_secs_btw_first_last;Seconds in between first and last operation in whole timeline
daily_operation_cnt;Operation count in whole timeline
daily_secs_btw_consecutives_mean;Mean of seconds in between two consecutive operations in daily basis (average)
daily_secs_btw_consecutives_median;Median of seconds in between two consecutive operations in daily basis (average)
daily_secs_btw_consecutives_max;Max of seconds in between two consecutive operations in daily basis (average)
daily_secs_btw_consecutives_min;Min of seconds in between two consecutive operations in daily basis (average)
daily_contentid_cnt;Count of distinct contentid values in daily basis (average)
daily_brand_id_cnt;Count of distinct brand_id values in daily basis (average)
daily_Level1_Category_Id_cnt;Count of distinct Level1_Category_Id values in daily basis (average)
daily_Level2_Category_Id_cnt;Count of distinct Level2_Category_Id values in daily basis (average)
daily_Level3_Category_Id_cnt;Count of distinct Level3_Category_Id values in daily basis (average)
daily_hour_cnt;Count of distinct hour values in daily basis (average)
daily_4_hour_interval_cnt;Count of distinct 4-hour interval values in daily basis (average)
daily_8_hour_interval_cnt;Count of distinct 8-hour interval values in daily basis (average)
daily_secs_btw_first_last;Seconds in between first and last operation in daily basis (average)
weekly_operation_cnt;Operation count in weekly basis (average)
weekly_secs_btw_consecutives_mean;Mean of seconds in between two consecutive operations in weekly basis (average)
weekly_secs_btw_consecutives_median;Median of seconds in between two consecutive operations in weekly basis (average)
weekly_secs_btw_consecutives_max;Max of seconds in between two consecutive operations in weekly basis (average)
weekly_secs_btw_consecutives_min;Min of seconds in between two consecutive operations in weekly basis (average)
weekly_contentid_cnt;Count of distinct contentid values in weekly basis (average)
weekly_brand_id_cnt;Count of distinct brand_id values in weekly basis (average)
weekly_Level1_Category_Id_cnt;Count of distinct Level1_Category_Id values in weekly basis (average)
weekly_Level2_Category_Id_cnt;Count of distinct Level2_Category_Id values in weekly basis (average)
weekly_Level3_Category_Id_cnt;Count of distinct Level3_Category_Id values in weekly basis (average)
weekly_day_name_cnt;Count of distinct day_name values in weekly basis (average)
weekly_hour_cnt;Count of distinct hour values in weekly basis (average)
weekly_4_hour_interval_cnt;Count of distinct 4-hour interval values in weekly basis (average)
weekly_8_hour_interval_cnt;Count of distinct 8-hour interval values in weekly basis (average)
weekly_secs_btw_first_last;Seconds in between first and last operation in weekly basis (average)
hourly_operation_cnt;Operation count in hourly basis (average)
hourly_secs_btw_consecutives_mean;Mean of seconds in between two consecutive operations in hourly basis (average)
hourly_secs_btw_consecutives_median;Median of seconds in between two consecutive operations in hourly basis (average)
hourly_secs_btw_consecutives_max;Max of seconds in between two consecutive operations in hourly basis (average)
hourly_secs_btw_consecutives_min;Min of seconds in between two consecutive operations in hourly basis (average)
hourly_contentid_cnt;Count of distinct contentid values in hourly basis (average)
hourly_brand_id_cnt;Count of distinct brand_id values in hourly basis (average)
hourly_Level1_Category_Id_cnt;Count of distinct Level1_Category_Id values in hourly basis (average)
hourly_Level2_Category_Id_cnt;Count of distinct Level2_Category_Id values in hourly basis (average)
hourly_Level3_Category_Id_cnt;Count of distinct Level3_Category_Id values in hourly basis (average)
hourly_secs_btw_first_last;Seconds in between first and last operation in hourly basis (average)
all_order_operation_cnt;Operation count in whole timeline( user_action = order)
all_order_secs_btw_consecutives_mean;Mean of seconds in between two consecutive operations in whole timeline( user_action = order)
all_order_secs_btw_consecutives_median;Median of seconds in between two consecutive operations in whole timeline( user_action = order)
all_order_secs_btw_consecutives_max;Max of seconds in between two consecutive operations in whole timeline( user_action = order)
all_order_secs_btw_consecutives_min;Min of seconds in between two consecutive operations in whole timeline( user_action = order)
all_order_contentid_cnt;Count of distinct contentid values in whole timeline( user_action = order)
all_order_brand_id_cnt;Count of distinct brand_id values in whole timeline( user_action = order)
all_order_Level1_Category_Id_cnt;Count of distinct Level1_Category_Id values in whole timeline( user_action = order)
all_order_Level2_Category_Id_cnt;Count of distinct Level2_Category_Id values in whole timeline( user_action = order)
all_order_Level3_Category_Id_cnt;Count of distinct Level3_Category_Id values in whole timeline( user_action = order)
all_order_day_name_cnt;Count of distinct day_name values in whole timeline( user_action = order)
all_order_hour_cnt;Count of distinct hour values in whole timeline( user_action = order)
all_order_4_hour_interval_cnt;Count of distinct 4-hour interval values in whole timeline( user_action = order)
all_order_8_hour_interval_cnt;Count of distinct 8-hour interval values in whole timeline( user_action = order)
all_order_secs_btw_first_last;Seconds in between first and last operation in whole timeline( user_action = order)
daily_order_operation_cnt;Operation count in whole timeline( user_action = order)
daily_order_secs_btw_consecutives_mean;Mean of seconds in between two consecutive operations in daily basis (average)( user_action = order)
daily_order_secs_btw_consecutives_median;Median of seconds in between two consecutive operations in daily basis (average)( user_action = order)
